amount,claim_type,days_since_policy_start,has_witnesses,prior_claims_count,description,is_fraud
1655.89,AUTO,411,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-13418.",0
685.81,AUTO,878,0,0,Car was damaged.,1
694.48,HEALTH,402,0,0,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",0
7685.25,AUTO,1100,0,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
1546.24,PROPERTY,76,0,0,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
9324.07,AUTO,618,0,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1081.78,LIFE,422,0,0,"Deer collision on the highway near exit 23; airbag deployed, vehicle towed.",0
2419.23,HEALTH,741,0,1,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
19784.95,AUTO,39,0,0,"Vehicle disappeared from parking lot, no security camera footage.",1
628.05,AUTO,628,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
271.02,AUTO,1182,0,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
6545.87,LIFE,1285,1,1,"Deer collision on the highway near exit 59; airbag deployed, vehicle towed.",0
790.92,HEALTH,384,1,0,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
1770.99,HEALTH,643,1,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1006.35,AUTO,1035,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-54672.",0
2364.12,PROPERTY,696,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
698.87,AUTO,815,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1510.29,PROPERTY,512,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on June 24.,0
2835.05,PROPERTY,1256,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
659.64,AUTO,947,0,0,Backyard fence damaged by neighbour's tree falling during high winds on June 24.,0
897.77,HEALTH,1440,1,0,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
1277.44,AUTO,1169,1,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
433.19,AUTO,551,0,0,"Stolen valuables, all cash, no inventory list.",1
1184.93,LIFE,492,0,0,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,0
2036.11,HEALTH,133,1,0,"Lost expensive jewellery, no receipt, not sure when.",1
1212.51,PROPERTY,934,0,2,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
1378.32,HEALTH,1124,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1772.42,AUTO,531,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
938.48,PROPERTY,32,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
3608.55,HEALTH,1238,0,1,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
7600.57,AUTO,335,1,1,"Deer collision on the highway near exit 86; airbag deployed, vehicle towed.",0
1136.4,HEALTH,873,1,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2937.16,HEALTH,80,1,1,"Damage occurred while alone, nobody saw, no police report.",0
1422.8,PROPERTY,95,0,0,Rear-end collision at the intersection of Main St and Cedar Lane; minor whiplash and bumper damage.,0
2605.78,AUTO,1347,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
8654.02,PROPERTY,1009,0,2,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
3006.88,AUTO,8,0,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
306.92,AUTO,151,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
2846.93,AUTO,739,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",1
6203.47,PROPERTY,1020,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
1448.67,AUTO,636,1,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
4893.36,HEALTH,1309,0,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
906.77,AUTO,979,0,0,Backyard fence damaged by neighbour's tree falling during high winds on March 12.,0
409.31,HEALTH,921,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
2082.18,PROPERTY,435,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-85974.",0
312.16,AUTO,1023,1,1,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
1422.58,PROPERTY,1310,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
6547.52,AUTO,74,0,2,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
267.8,AUTO,1101,1,0,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
502.96,HEALTH,1319,1,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
644.17,PROPERTY,649,0,1,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
1697.11,AUTO,1149,1,0,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
1254.24,HEALTH,537,1,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
7325.64,AUTO,290,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
4695.45,HEALTH,1224,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
2966.9,HEALTH,467,0,1,Lightning strike damaged HVAC unit on March 12; technician assessment attached.,0
2091.49,LIFE,1135,1,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
2679.08,HEALTH,473,0,1,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
763.58,HEALTH,599,1,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
4260.79,HEALTH,1027,1,2,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
594.64,AUTO,512,0,0,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
4168.77,AUTO,1211,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at City General.",0
5920.3,LIFE,59,1,2,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
2232.47,AUTO,18,0,1,"Property damage but no witnesses, claim is for full replacement value.",1
1515.93,PROPERTY,123,0,0,Rear-end collision at the intersection of Oak Ave and Cedar Lane; minor whiplash and bumper damage.,0
2698.12,AUTO,385,0,0,"Property damage but no witnesses, claim is for full replacement value.",0
103.39,PROPERTY,81,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2446.12,AUTO,571,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
1614.28,LIFE,37,1,1,Rear-end collision at the intersection of Main St and Walnut Rd; minor whiplash and bumper damage.,0
1718.78,HEALTH,1134,1,1,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",0
3664.81,AUTO,230,0,1,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
1677.79,HEALTH,1458,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-41044.",0
578.13,HEALTH,1285,0,0,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
1569.63,AUTO,1041,0,1,Rear-end collision at the intersection of 5th Ave and Walnut Rd; minor whiplash and bumper damage.,0
1934.41,AUTO,1197,1,1,"Deer collision on the highway near exit 61; airbag deployed, vehicle towed.",0
2028.26,PROPERTY,1162,0,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-22836.",0
2125.83,PROPERTY,1268,1,1,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
5112.12,AUTO,833,1,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
610.31,PROPERTY,936,0,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2155.33,AUTO,704,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-93976.",0
6567.77,AUTO,936,1,0,"Broken items, unwitnessed accident at home.",0
319.06,HEALTH,572,0,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2163.86,AUTO,186,1,0,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
1006.89,AUTO,1396,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1247.99,HEALTH,1048,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-62998.",0
731.57,AUTO,1057,1,1,Backyard fence damaged by neighbour's tree falling during high winds on June 24.,0
1526.07,AUTO,420,1,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
11398.71,PROPERTY,1156,0,0,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
510.59,HEALTH,779,0,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
561.38,PROPERTY,115,1,0,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
491.8,HEALTH,1432,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
10172.25,HEALTH,1487,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1138.72,AUTO,1306,0,1,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
1762.28,PROPERTY,712,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
1208.6,AUTO,350,0,0,Car was damaged.,0
703.15,AUTO,17,0,0,"Fire damage, unknown cause, total loss.",1
1429.17,PROPERTY,1105,1,2,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
21125.66,PROPERTY,1336,0,0,Backyard fence damaged by neighbour's tree falling during high winds on August 11.,0
7274.07,HEALTH,157,1,0,Rear-end collision at the intersection of Pine Rd and Maple Ave; minor whiplash and bumper damage.,0
770.52,AUTO,1026,1,2,"Deer collision on the highway near exit 34; airbag deployed, vehicle towed.",1
3454.99,AUTO,41,1,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
787.2,HEALTH,1165,1,2,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
306.01,PROPERTY,43,1,0,Backyard fence damaged by neighbour's tree falling during high winds on June 24.,0
5011.6,HEALTH,1463,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
5768.07,AUTO,256,1,0,Lightning strike damaged HVAC unit on April 3; technician assessment attached.,0
5146.4,AUTO,601,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1130.18,HEALTH,1042,0,0,"Fire damage, unknown cause, total loss.",1
1530.31,HEALTH,1269,0,1,"Sudden mechanical failure, vehicle written off, no third party.",0
3826.73,AUTO,545,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
2674.44,AUTO,1470,0,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
1219.7,AUTO,24,1,1,Tree branch fell during the storm on August 11 and dented the roof above the garage.,0
358.14,AUTO,707,0,0,"Total loss, no documentation available.",1
2026.11,HEALTH,1482,1,0,"Stolen valuables, all cash, no inventory list.",1
5318.84,AUTO,411,0,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
545.89,HEALTH,800,1,1,"Total loss, no documentation available.",1
3424.67,PROPERTY,667,0,1,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
2518.81,LIFE,591,0,0,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
3828.19,PROPERTY,1151,1,1,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
4324.17,AUTO,778,0,1,"Items missing after recent move, exact value uncertain.",1
902.83,AUTO,1071,0,1,Rear-end collision at the intersection of Pine Rd and Cedar Lane; minor whiplash and bumper damage.,0
358.9,AUTO,780,1,0,Lightning strike damaged HVAC unit on April 3; technician assessment attached.,0
1060.48,PROPERTY,1496,1,0,Backyard fence damaged by neighbour's tree falling during high winds on July 5.,0
4398.98,AUTO,705,0,0,"Deer collision on the highway near exit 161; airbag deployed, vehicle towed.",0
1051.52,AUTO,1194,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at City General.",0
903.21,AUTO,919,0,0,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",1
292.55,AUTO,1202,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-23879.",0
10432.15,PROPERTY,1328,1,0,"Deer collision on the highway near exit 185; airbag deployed, vehicle towed.",0
4128.68,HEALTH,340,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
3904.54,HEALTH,453,1,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
4758.68,PROPERTY,453,0,2,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
3218.62,AUTO,730,1,0,Rear-end collision at the intersection of Elm Blvd and Birch St; minor whiplash and bumper damage.,0
1416.11,AUTO,738,1,0,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,1
1534.92,AUTO,6,0,0,"Items stolen, no witnesses, cash and electronics gone.",1
1179.02,HEALTH,1343,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
25203.57,HEALTH,1289,1,3,"Damage occurred while alone, nobody saw, no police report.",1
3152.38,AUTO,901,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
1137.06,LIFE,459,1,1,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
2879.86,AUTO,1240,0,0,"Vehicle stolen, no GPS data, no security footage available.",0
657.95,AUTO,407,0,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
8139.68,HEALTH,459,0,0,"Sudden mechanical failure, vehicle written off, no third party.",1
933.49,PROPERTY,1496,0,2,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
2984.2,HEALTH,1385,1,0,Front-end collision when the other driver ran a red light at Oak Ave; police report filed.,0
5249.97,LIFE,877,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2656.51,AUTO,254,1,2,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-78875.",0
1987.18,HEALTH,185,0,0,Lightning strike damaged HVAC unit on May 18; technician assessment attached.,0
1827.68,PROPERTY,1446,0,2,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
1708.82,HEALTH,399,0,0,"Deer collision on the highway near exit 76; airbag deployed, vehicle towed.",0
1015.67,AUTO,1022,0,0,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
1153.45,LIFE,530,1,1,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
7939.38,AUTO,745,1,2,"Deer collision on the highway near exit 180; airbag deployed, vehicle towed.",0
1622.08,HEALTH,1479,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
824.03,PROPERTY,889,1,2,Car was damaged.,0
1078.91,PROPERTY,646,0,1,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
5433.67,LIFE,624,0,2,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
3553.21,PROPERTY,345,1,1,Rear-end collision at the intersection of Oak Ave and Birch St; minor whiplash and bumper damage.,0
3166.33,AUTO,835,1,1,Rear-end collision at the intersection of Elm Blvd and Birch St; minor whiplash and bumper damage.,1
1397.55,PROPERTY,855,0,2,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-27706.",0
3207.87,HEALTH,143,0,0,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
949.98,HEALTH,607,1,1,"Items stolen, no witnesses, cash and electronics gone.",0
1394.63,AUTO,967,0,0,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
4768.58,PROPERTY,83,1,1,Rear-end collision at the intersection of Main St and Birch St; minor whiplash and bumper damage.,0
4334.14,HEALTH,1464,0,1,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
677.28,PROPERTY,1291,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
768.53,AUTO,955,0,2,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
2015.66,AUTO,24,1,3,"Stolen valuables, all cash, no inventory list.",1
10159.17,HEALTH,777,1,0,Hailstorm on March 12 caused dents on the hood and cracked the windshield.,0
266.25,AUTO,1347,0,2,Rear-end collision at the intersection of Oak Ave and Birch St; minor whiplash and bumper damage.,0
2388.29,HEALTH,35,1,0,"Stolen valuables, all cash, no inventory list.",0
456.67,AUTO,1187,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-18689.",0
958.79,HEALTH,1259,1,0,"Deer collision on the highway near exit 185; airbag deployed, vehicle towed.",0
1255.85,AUTO,114,1,1,Tree branch fell during the storm on April 3 and dented the roof above the garage.,0
1187.36,AUTO,346,1,1,Car was damaged.,0
1060.19,HEALTH,1085,0,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
1821.12,AUTO,1367,0,1,Lightning strike damaged HVAC unit on April 3; technician assessment attached.,0
1058.64,AUTO,1156,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at City General.",0
418.86,AUTO,788,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
3943.68,AUTO,903,1,0,"Total loss, no documentation available.",1
3838.64,HEALTH,787,1,0,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
4201.41,AUTO,866,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
387.33,AUTO,1156,1,0,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
2437.96,HEALTH,75,1,2,"Items stolen, no witnesses, cash and electronics gone.",1
3554.53,HEALTH,315,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
644.71,HEALTH,90,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1824.7,AUTO,1194,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
1609.59,PROPERTY,1091,1,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
11408.92,HEALTH,80,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
12388.15,AUTO,159,1,0,Rear-end collision at the intersection of Elm Blvd and Birch St; minor whiplash and bumper damage.,0
342.28,PROPERTY,398,0,1,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",1
21893.1,HEALTH,363,0,0,Backyard fence damaged by neighbour's tree falling during high winds on August 11.,0
723.99,HEALTH,779,1,1,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
4820.69,PROPERTY,748,1,0,Rear-end collision at the intersection of 5th Ave and Cedar Lane; minor whiplash and bumper damage.,0
4771.89,AUTO,537,0,0,Backyard fence damaged by neighbour's tree falling during high winds on August 11.,0
668.01,PROPERTY,247,0,0,Car was damaged.,1
2960.96,HEALTH,974,1,0,"Deer collision on the highway near exit 116; airbag deployed, vehicle towed.",0
1623.71,AUTO,1184,1,0,Backyard fence damaged by neighbour's tree falling during high winds on August 11.,0
3147.39,AUTO,960,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2277.13,AUTO,1211,0,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
5980.98,PROPERTY,1371,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
1949.64,AUTO,1263,1,2,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1528.63,AUTO,977,1,0,"Property damage but no witnesses, claim is for full replacement value.",1
5410.32,HEALTH,75,1,1,"Deer collision on the highway near exit 71; airbag deployed, vehicle towed.",0
3230.51,PROPERTY,502,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
3758.64,AUTO,642,1,1,Hailstorm on May 18 caused dents on the hood and cracked the windshield.,0
930.21,PROPERTY,1069,0,0,Lightning strike damaged HVAC unit on March 12; technician assessment attached.,0
635.71,HEALTH,1270,1,0,"Total loss, no documentation available.",1
1024.83,PROPERTY,960,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on March 12.,0
971.83,AUTO,545,0,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
3968.72,AUTO,1181,0,0,"Deer collision on the highway near exit 61; airbag deployed, vehicle towed.",0
4798.14,HEALTH,1044,0,1,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
1548.23,AUTO,1197,1,1,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",0
7562.21,HEALTH,884,1,0,"Deer collision on the highway near exit 86; airbag deployed, vehicle towed.",0
7104.4,AUTO,970,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
2306.3,PROPERTY,521,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on June 24.,0
794.81,PROPERTY,600,1,1,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
8737.48,PROPERTY,415,0,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
1701.02,LIFE,386,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on July 5.,0
2051.17,PROPERTY,979,0,0,Rear-end collision at the intersection of Pine Rd and Cedar Lane; minor whiplash and bumper damage.,0
1287.42,HEALTH,576,0,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
742.64,AUTO,201,0,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
416.28,PROPERTY,53,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
3404.55,PROPERTY,1290,1,1,"Deer collision on the highway near exit 183; airbag deployed, vehicle towed.",0
826.0,LIFE,653,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-26330.",0
38543.06,PROPERTY,865,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
610.29,AUTO,1357,1,0,Car was damaged.,0
514.2,PROPERTY,168,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
3011.33,PROPERTY,1406,1,0,"Lost expensive jewellery, no receipt, not sure when.",1
8344.13,HEALTH,1055,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1928.68,PROPERTY,960,1,2,"Sudden mechanical failure, vehicle written off, no third party.",0
3204.28,HEALTH,647,1,0,"Lost expensive jewellery, no receipt, not sure when.",1
286.13,PROPERTY,1059,0,0,Rear-end collision at the intersection of 5th Ave and Cedar Lane; minor whiplash and bumper damage.,0
918.27,AUTO,306,1,0,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
617.94,PROPERTY,453,1,0,Lightning strike damaged HVAC unit on March 12; technician assessment attached.,0
271.77,AUTO,1441,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2032.42,AUTO,414,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
191.94,AUTO,1079,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
481.93,HEALTH,1395,0,1,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
1056.59,AUTO,889,0,1,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
787.38,LIFE,447,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
2687.61,HEALTH,1273,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
2454.26,PROPERTY,1239,1,0,"Deer collision on the highway near exit 165; airbag deployed, vehicle towed.",0
4419.57,AUTO,816,1,0,"Cash and gold coins stolen from home safe, exact amounts approximate.",1
3836.76,AUTO,173,1,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
5657.93,PROPERTY,662,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1804.58,PROPERTY,648,1,0,"Fire damage, unknown cause, total loss.",1
2449.08,HEALTH,284,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
3015.48,PROPERTY,603,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2083.19,PROPERTY,230,0,2,Rear-end collision at the intersection of Oak Ave and Walnut Rd; minor whiplash and bumper damage.,0
1215.37,HEALTH,1039,0,1,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
1296.67,LIFE,648,0,0,"Fire damage, unknown cause, total loss.",0
798.27,PROPERTY,1096,1,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
2756.22,HEALTH,684,1,0,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
1645.8,AUTO,1070,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
931.53,AUTO,1100,0,0,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
932.39,AUTO,241,0,0,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
538.94,PROPERTY,663,1,1,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
4811.87,PROPERTY,1125,1,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
1955.92,AUTO,890,0,0,Tree branch fell during the storm on August 11 and dented the roof above the garage.,0
762.96,HEALTH,333,1,2,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
4058.41,AUTO,1248,0,0,Rear-end collision at the intersection of 5th Ave and Cedar Lane; minor whiplash and bumper damage.,0
1032.31,AUTO,300,1,0,Tree branch fell during the storm on August 11 and dented the roof above the garage.,0
442.97,PROPERTY,1490,1,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
5020.19,HEALTH,1060,0,1,Lightning strike damaged HVAC unit on April 3; technician assessment attached.,0
1056.7,AUTO,484,1,1,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
1201.23,HEALTH,292,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-65890.",0
1884.05,AUTO,1353,1,0,"Deer collision on the highway near exit 68; airbag deployed, vehicle towed.",0
5667.99,PROPERTY,785,1,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
1844.64,LIFE,1209,1,0,Rear-end collision at the intersection of Oak Ave and Cedar Lane; minor whiplash and bumper damage.,0
545.05,HEALTH,1247,0,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
3114.67,HEALTH,102,1,1,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
1113.22,AUTO,1025,1,0,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
11943.28,HEALTH,501,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on June 24.,0
1806.02,AUTO,1361,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
193.44,AUTO,329,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2584.7,PROPERTY,51,0,0,Rear-end collision at the intersection of Elm Blvd and Birch St; minor whiplash and bumper damage.,0
12639.7,HEALTH,996,1,0,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
8742.23,HEALTH,828,0,2,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
